日付,カテゴリ,分類,メモ,金額
2022年6月14日,食費,UFJ,マクドナルドモバイルオーダ,"-1,790 "
2022年6月14日,コンビニ,UFJ,セブンーイレブン,-583 
2022年6月15日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2022年6月15日,コンビニ,UFJ,セブンーイレブン,-799 
2022年6月16日,水道,UFJ,チバケンスイドウ,"-9,712 "
2022年6月16日,その他,UFJ,SHEIN.COM 利用国SG,"-2,907 "
2022年6月16日,その他,UFJ,ウエルシアヤツキヨク,-827 
2022年6月16日,食費,UFJ,スキヤ,-500 
2022年6月18日,食費,UFJ,マミーマート イナゲナガヌマテ,"-9,977 "
2022年6月18日,食費,UFJ,ハマズシ,"-3,991 "
2022年6月19日,その他,UFJ,ウエルシアヤツキヨク,-922 
2022年6月20日,車,UFJ,JAFネンカイヒ,"-4,000 "
2022年6月20日,コンビニ,UFJ,ミニストツプ,-505 
2022年6月21日,コンビニ,UFJ,ミニストツプ,-540 
2022年6月22日,ガス,UFJ,東京ガス ・1195-614-1052,"-12,191 "
2022年6月22日,その他,UFJ,ジエーソン シシボネテン,-731 
2022年6月22日,コンビニ,UFJ,ミニストツプ,-570 
2022年6月23日,食費,UFJ,マクドナルドモバイルオーダ,"-2,100 "
2022年6月23日,コンビニ,UFJ,セブンーイレブン,-626 
2022年6月24日,コンビニ,UFJ,ミニストツプ,-399 
2022年6月24日,給料,UFJ,カブシキガイシヤエスコム,"86,400 "
2022年6月25日,その他,UFJ,イオンモール,"-12,540 "
2022年6月25日,食費,UFJ,ペイペイ*カンコクヤタイハンサ,"-8,492 "
2022年6月25日,食費,UFJ,イオンリテールシヨクヒンマツクス,"-2,753 "
2022年6月25日,食費,UFJ,ジエーソン イナゲソンノウテ,"-1,506 "
2022年6月25日,その他,UFJ,イオンモール,"-1,310 "
2022年6月25日,食費,UFJ,マクドナルドモバイルオーダ,"-1,230 "
2022年6月25日,その他,UFJ,イオンモール,-646 
2022年6月26日,食費,UFJ,イトーヨーカドー ヤチヨテン,"-5,432 "
2022年6月26日,ガソリン,UFJ,セルフチバジユウロクゴウテン,"-4,319 "
2022年6月26日,その他,UFJ,楽天SP ジョイフル本田 アプリ 730045,"-3,240 "
2022年6月26日,その他,UFJ,メガドンキホーテヤチヨジユ,"-2,781 "
2022年6月26日,その他,UFJ,メガドンキホーテヤチヨジユ,"-1,760 "
2022年6月26日,食費,UFJ,ペイペイ*カガワイップクヤ,"-1,480 "
2022年6月26日,その他,UFJ,楽天SP DAISOアプリ 751034,-550 
2022年6月26日,食費,UFJ,楽天SP 伊藤園自販機 アプリ 700097,-130 
2022年6月27日,カード返済,UFJ,ラクテンカードサービス,"-240,222 "
2022年6月27日,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000 "
2022年6月27日,カード返済,UFJ,ペイペイカード,"-25,000 "
2022年6月27日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2022年6月27日,その他,UFJ,ケーキジエー ピー,"-4,788 "
2022年6月27日,保険,UFJ,ソンポジヤパン,"-3,910 "
2022年6月27日,コンビニ,UFJ,楽天SP ミニストップ アプリ 710593,-537 
2022年6月28日,その他,UFJ,グレイル,"-5,601 "
2022年6月28日,食費,UFJ,ペイペイ*ビッグエー,-313 
2022年6月29日,食費,UFJ,マクドナルド モバイルオーダー 741652,"-2,290 "
2022年6月29日,食費,UFJ,楽天SP すき家 アプリ 750199,-174 
2022年6月29日,食費,UFJ,イオンリテールシヨクヒンマツクス,-84 
2022年6月30日,携帯電話,UFJ,ドコモご利用料金 07ガツブン,"-31,095 "
2022年6月30日,その他,UFJ,グレイル,"-5,298 "
2022年6月30日,インターネット,UFJ,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,646 "
2022年6月30日,その他,UFJ,ジエーソン シシボネテン,-536 
2022年6月30日,コンビニ,UFJ,楽天SP ミニストップ アプリ 720666,-429 
2022年7月1日,食費,UFJ,楽天SP 吉野家 アプリ 720413,-838 
2022年7月1日,コンビニ,UFJ,楽天SP ミニストップ アプリ 740662,-398 
2022年7月2日,食費,UFJ,楽天SP はま寿司 アプリ 780293,"-3,684 "
2022年7月3日,その他,UFJ,楽天SP エービーシー・マート アプリ 710010,"-4,389 "
2022年7月3日,食費,UFJ,楽天SP ガスト アプリ 790021,"-1,098 "
2022年7月4日,食費,UFJ,楽天SP くら寿司 アプリ 780065,"-1,750 "
2022年7月4日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 781449,-765 
2022年7月5日,レジャー,UFJ,タカラクジコウシキサイト,"-3,000 "
2022年7月5日,給料,UFJ,シンワツウシンコウギヨウ(カ,"311,898 "
2022年7月6日,ローン,UFJ,ローン,"-68,398 "
2022年7月6日,食費,UFJ,マイバスケツト,-383 
2022年7月7日,食費,UFJ,マクドナルド モバイルオーダー 751398,"-1,960 "
2022年7月7日,その他,UFJ,ヤフー ブルソネティアペイペイモー,"-1,225 "
2022年7月8日,食費,UFJ,楽天SP 吉野家 アプリ 750434,"-1,257 "
2022年7月8日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 790719,-626 
2022年7月9日,食費,UFJ,楽天SP 夢庵 アプリ 780025,"-7,753 "
2022年7月10日,駐車場,UFJ,カイヒンフドウサン(カ,"-8,800 "
2022年7月11日,コンビニ,UFJ,楽天SP ミニストップ アプリ 790684,-699 
2022年7月12日,カード返済,UFJ,カ)クレデイセゾン,"-3,220 "
2022年7月12日,その他,UFJ,ジエーソン シシボネテン,"-1,686 "
2022年7月13日,食費,UFJ,楽天SP 吉野家 アプリ 730332,"-1,257 "
2022年7月14日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 747919,-496 
2022年7月14日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 739183,-432 
2022年7月15日,管理費,UFJ,RKS(カンリヒトウ,"-17,670 "
2022年7月15日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2022年7月15日,食費,UFJ,楽天SP 吉野家 アプリ 790099,-447 
2022年7月16日,食費,UFJ,マクドナルド モバイルオーダー 740625,"-2,110 "
2022年7月17日,食費,UFJ,サイゼリヤ,"-7,400 "
2022年7月17日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 750945,"-4,498 "
2022年7月17日,その他,UFJ,楽天SP DAISOアプリ 764717,-220 
2022年7月18日,ガソリン,UFJ,セルフチバジユウロクゴウテン,"-3,045 "
2022年7月18日,その他,UFJ,楽天SP ジョイフル本田 アプリ 700020,"-2,883 "
2022年7月18日,その他,UFJ,クイーンアイズ楽天市場店740105,"-1,995 "
2022年7月18日,その他,UFJ,ニトリ,"-1,402 "
2022年7月18日,その他,UFJ,モアコンタクト 【MORECO780051,"-1,188 "
2022年7月19日,コンビニ,UFJ,楽天SP ミニストップ アプリ 710574,-432 
2022年7月19日,ATM入金,UFJ,セブンギンコウATM,"200,000 "
2022年7月20日,コンビニ,UFJ,楽天SP ミニストップ アプリ 790530,-570 
2022年7月21日,ガス,UFJ,東京ガス ・1195-614-1052,"-13,792 "
2022年7月21日,食費,UFJ,ペイペイ*オリンピック,-516 
2022年7月22日,コンビニ,UFJ,楽天SP ミニストップ アプリ 700617,-570 
2022年7月23日,食費,UFJ,楽天SP 木更津KiSARA 740001,"-8,350 "
2022年7月23日,食費,UFJ,マクドナルド モバイルオーダー 710073,"-1,240 "
2022年7月23日,医療,UFJ,ウエルシアヤツキヨク,"-1,040 "
2022年7月23日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 735216,-697 
2022年7月23日,食費,UFJ,コカコーラジハンキクイツクペ,-160 
2022年7月24日,食費,UFJ,マミーマート イナゲナガヌマテ,"-6,333 "
2022年7月24日,その他,UFJ,楽天SP DAISOアプリ 742627,"-1,764 "
2022年7月24日,その他,UFJ,楽天SP ジョイフル本田 アプリ 720015,"-1,537 "
2022年7月24日,食費,UFJ,楽天SP 元気寿司 アプリ 750028,"-1,360 "
2022年7月25日,その他,UFJ,ジエーソン シシボネテン,-898 
2022年7月25日,給料,UFJ,カブシキガイシヤエスコム,"86,400 "
2022年7月26日,保険,UFJ,ソンポジヤパン,"-4,210 "
2022年7月27日,カード返済,UFJ,ラクテンカードサービス,"-223,187 "
2022年7月27日,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000 "
2022年7月27日,カード返済,UFJ,ペイペイカード,"-10,000 "
2022年7月27日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2022年7月27日,食費,UFJ,楽天SP 吉野家 アプリ 730396,-657 
2022年7月28日,管理費,UFJ,RKS(カンリヒトウ,"-17,670 "
2022年7月29日,コンビニ,UFJ,楽天SP ローソンアプリ 726568,-667 
2022年7月30日,その他,UFJ,楽天SP エービーシー・マート アプリ 730069,"-7,150 "
2022年7月30日,食費,UFJ,楽天SP チムニー アプリ 700003,"-5,588 "
2022年7月30日,ガソリン,UFJ,コスモセキユ,"-3,650 "
2022年7月30日,食費,UFJ,楽天SP アリオ専門店アプリ 700081,"-3,630 "
2022年7月30日,食費,UFJ,楽天SP アリオ専門店食品アプリ 780088,"-1,570 "
2022年7月30日,食費,UFJ,マクドナルド モバイルオーダー 790065,"-1,240 "
2022年7月30日,その他,UFJ,ラインギフト,"-1,000 "
2022年7月31日,携帯電話,UFJ,ドコモご利用料金 08ガツブン,"-31,007 "
2022年7月31日,食費,UFJ,マミーマート イナゲナガヌマテ,"-7,850 "
2022年7月31日,インターネット,UFJ,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,646 "
2022年7月31日,食費,UFJ,マクドナルドモバイルオーダ,-850 
2022年7月31日,その他,UFJ,ジーユー,-690 
2022年8月1日,税金,UFJ,チバシコテイ,"-22,000 "
2022年8月1日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 751172,"-2,035 "
2022年8月1日,食費,UFJ,楽天SP 松屋フーズ アプリ 750267,-460 
2022年8月1日,食費,UFJ,楽天SP 西友 720977,-84 
2022年8月1日,保険,UFJ,ケンミンキヨウサイ セ,"40,056 "
2022年8月2日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 751146,-680 
2022年8月3日,食費,UFJ,楽天SP 吉野家 アプリ 730433,-511 
2022年8月4日,カード返済,UFJ,セゾン,"-20,470 "
2022年8月5日,食費,UFJ,楽天SP NEXCO東日本SAPAアプリ 740003,"-2,165 "
2022年8月5日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 732379,-496 
2022年8月5日,食費,UFJ,マイバスケツト,-106 
2022年8月5日,給料,UFJ,シンワツウシンコウギヨウ(カ,"513,372 "
2022年8月6日,ATM引き出し,UFJ,セブンギンコウATM,"-50,000 "
2022年8月6日,食費,UFJ,ペイペイ*タカサキベントウカ,"-3,242 "
2022年8月6日,食費,UFJ,マクドナルドモバイルオーダ,-770 
2022年8月6日,食費,UFJ,楽天SP 自販機東日本SAPAアプリ 794237,-160 
2022年8月7日,ガソリン,UFJ,コスモセキユ,"-5,361 "
2022年8月7日,食費,UFJ,マミーマート イナゲナガヌマテ,"-4,475 "
2022年8月7日,食費,UFJ,イトーヨーカドー アリオソガ,"-2,240 "
2022年8月7日,食費,UFJ,ジエーソン イナゲソンノウテ,"-1,961 "
2022年8月7日,食費,UFJ,マクドナルドモバイルオーダ,-590 
2022年8月8日,ローン,UFJ,ローン,"-68,398 "
2022年8月8日,その他,UFJ,AMAZON.CO.JP,"-5,480 "
2022年8月8日,食費,UFJ,楽天SP 松屋フーズ アプリ 710225,-880 
2022年8月9日,電話,UFJ,NTT東日本 ご利用料金 08ガツブン,"-4,384 "
2022年8月10日,駐車場,UFJ,カイヒンフドウサン(カ,"-8,800 "
2022年8月10日,食費,UFJ,マクドナルドモバイルオーダ,-590 
2022年8月10日,食費,UFJ,楽天SP 吉野家 アプリ 790241,-511 
2022年8月10日,食費,UFJ,マイバスケツト,-106 
2022年8月10日,食費,UFJ,楽天SP 西友 791039,-81 
2022年8月11日,ガソリン,UFJ,イデミツ(アポロ/シェル) 0.00,"-5,536 "
2022年8月11日,旅行,UFJ,オオタキノユ,"-1,960 "
2022年8月11日,食費,UFJ,ペイペイ*ショクサイセンギョ,"-1,360 "
2022年8月11日,食費,UFJ,ペイペイ*ミチノエキノ ノザ,"-1,010 "
2022年8月11日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 707874,-996 
2022年8月11日,食費,UFJ,ヨリトモ ユバタケテン,-830 
2022年8月11日,食費,UFJ,コカコーラジハンキクイツクペ,-160 
2022年8月11日,食費,UFJ,ダイドードリンコインリヨウ,-150 
2022年8月11日,食費,UFJ,インリヨウジドウハンバイキ,-130 
2022年8月12日,ガソリン,UFJ,ENEOS-SS 143400,"-6,846 "
2022年8月12日,食費,UFJ,楽天SP NEXCO東日本SAPAアプリ 793334,"-2,072 "
2022年8月12日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 731255,"-1,099 "
2022年8月12日,コンビニ,UFJ,楽天SP ファミリーマートアプリ 783688,-616 
2022年8月12日,食費,UFJ,ミチノエキカジユコウエンアシカ,-465 
2022年8月12日,食費,UFJ,ペイペイ*ミチノエキチチブ,-395 
2022年8月12日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 744147,-335 
2022年8月12日,食費,UFJ,ペイペイ*リョウカミノウリンサ,-320 
2022年8月12日,食費,UFJ,ミチノエキカジユコウエンアシカ,-180 
2022年8月13日,食費,UFJ,楽天SP スターバックスコーヒーアプリ 700115,-668 
2022年8月14日,食費,UFJ,カマドメシセンモンテンイネノホ,"-3,940 "
2022年8月14日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 750703,-846 
2022年8月14日,その他,UFJ,フアツシヨンセンターシマムラ,-550 
2022年8月15日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2022年8月16日,水道,UFJ,チバケンスイドウ,"-9,420 "
2022年8月16日,その他,UFJ,シスイ プレミアム アウトレツ,"-7,480 "
2022年8月16日,その他,UFJ,楽天SP Francfranc アプリ 700007,"-5,267 "
2022年8月16日,食費,UFJ,楽天SP スターバックスコーヒーアプリ 700078,"-1,031 "
2022年8月16日,その他,UFJ,シヤンブル,-688 
2022年8月16日,食費,UFJ,マツクスバリユカントウ シヨク,-84 
2022年8月19日,その他,UFJ,グレイル,"-4,552 "
2022年8月19日,コンビニ,UFJ,楽天SP ミニストップ アプリ 780601,-543 
2022年8月20日,ATM引き出し,UFJ,セブンギンコウATM,"-50,000 "
2022年8月20日,ガソリン,UFJ,コスモセキユ,"-6,006 "
2022年8月20日,その他,UFJ,ニトリ,"-3,093 "
2022年8月20日,食費,UFJ,楽天SP イトーヨーカドー専門食品アプリ 720004,"-2,271 "
2022年8月20日,食費,UFJ,楽天SP リンガーハット アプリ 710051,"-1,510 "
2022年8月20日,食費,UFJ,マクドナルドモバイルオーダ,"-1,330 "
2022年8月21日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 741065,"-3,115 "
2022年8月21日,食費,UFJ,楽天SP スシロー アプリ 780371,"-2,827 "
2022年8月21日,食費,UFJ,シヤトレーゼ,"-1,204 "
2022年8月22日,コンビニ,UFJ,楽天SP ミニストップ アプリ 710596,-570 
2022年8月22日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 708655,-356 
2022年8月22日,食費,UFJ,ペイペイ*ビッグエー,-223 
2022年8月22日,利息,UFJ,スーパーフツウ,2 
2022年8月23日,ガス,UFJ,東京ガス ・1195-614-1052,"-17,298 "
2022年8月23日,コンビニ,UFJ,楽天SP ミニストップ アプリ 710502,-429 
2022年8月24日,コンビニ,UFJ,楽天SP ファミリーマートアプリ 737784,-592 
2022年8月25日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 750978,-652 
2022年8月25日,コンビニ,UFJ,楽天SP ミニストップ アプリ 710574,-570 
2022年8月25日,食費,UFJ,楽天SP 西友 750376,-162 
2022年8月25日,給料,UFJ,カブシキガイシヤエスコム,"86,400 "
2022年8月26日,保険,UFJ,ソンポジヤパン,"-4,210 "
2022年8月26日,食費,UFJ,楽天SP 吉野家 アプリ 790381,-921 
2022年8月26日,コンビニ,UFJ,楽天SP ミニストップ アプリ 750607,-537 
2022年8月26日,食費,UFJ,ペイペイ*ビッグエー,-223 
2022年8月27日,食費,UFJ,ペイペイ*タテヤマショクドウ,"-4,680 "
2022年8月27日,食費,UFJ,ジヨイフル ヨツカイドウメイ,"-2,282 "
2022年8月27日,食費,UFJ,ジエーソン イナゲソンノウテ,"-1,724 "
2022年8月27日,駐車場,UFJ,ナビパーク,-200 
2022年8月28日,食費,UFJ,マミーマート イナゲナガヌマテ,"-6,243 "
2022年8月28日,食費,UFJ,楽天SP むさしの森珈琲 アプリ 700012,"-2,860 "
2022年8月29日,カード返済,UFJ,ラクテンカードサービス,"-167,455 "
2022年8月29日,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000 "
2022年8月29日,管理費,UFJ,RKS(カンリヒトウ,"-17,670 "
2022年8月29日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2022年8月29日,カード返済,UFJ,ペイペイカード,"-1,225 "
2022年8月31日,携帯電話,UFJ,ドコモご利用料金 09ガツブン,"-32,371 "
2022年8月31日,インターネット,UFJ,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,646 "
2022年8月31日,食費,UFJ,楽天SP 吉野家 アプリ 710410,-888 
2022年8月31日,食費,UFJ,楽天SP 吉野家 アプリ 710256,-511 
2022年9月1日,コンビニ,UFJ,楽天SP ミニストップ アプリ 700636,-591 
2022年9月1日,食費,UFJ,ペイペイ*ビッグエー,-252 
2022年9月2日,食費,UFJ,ペイペイ*ミヤゲドコロヤタ,"-2,270 "
2022年9月2日,コンビニ,UFJ,楽天SP ミニストップ アプリ 780625,-591 
2022年9月2日,食費,UFJ,マクドナルド モバイルオーダー 781538,-590 
2022年9月2日,食費,UFJ,ペイペイ*ビッグエー,-336 
2022年9月3日,ATM引き出し,UFJ,セブンギンコウATM,"-50,000 "
2022年9月3日,その他,UFJ,楽天SP ユニモちはら台アプリ 744845,"-8,900 "
2022年9月3日,ガソリン,UFJ,コスモセキユ,"-4,631 "
2022年9月3日,その他,UFJ,ユニモ チハラダイ,"-3,320 "
2022年9月3日,その他,UFJ,楽天SP ジョイフル本田 アプリ 710057,"-2,550 "
2022年9月3日,その他,UFJ,楽天SP ユニモちはら台アプリ 752853,"-1,936 "
