日付,カテゴリ,分類,メモ,金額,,
2023/3/17,その他,楽天カード,住設TOWN730002,"-9,148",,
2023/3/18,旅行,楽天カード,マクハリオンセンユラノサト,"-12,060",,
2023/3/18,食費,楽天カード,ヤオコーケミガワハマテン,"-2,455",,
2023/3/19,ATM引き出し,UFJ,セブンギンコウATM,"-50,000",,
2023/3/19,食費,楽天カード,楽天SP 扇屋東日本アプリ 720003,"-11,418",,
2023/3/21,その他,楽天カード,グレイル,"-10,895",,
2023/3/21,食費,楽天カード,楽天SP ガストアプリ 730080,"-3,251",,
2023/3/21,その他,楽天カード,楽天SP ジョイフル本田アプリ 720001,"-4,059",,
2023/3/22,その他,楽天カード,ジエーソン シシボネテン,"-3,949",,
2023/3/22,コンビニ,楽天カード,楽天SP ミニストップ アプリ 700617,-399,,
2023/3/23,高速,セゾンカード,ETC首都高速(市川本線→東名道接続),"-1,410",,
2023/3/23,高速,セゾンカード,ETC東日本(穴川西→湾岸市川),-650,,
2023/3/23,その他,楽天カード,カー用品と雑貨のゼンポー700006,"-2,200",,
2023/3/23,医療,楽天カード,レンズボックス790006,"-5,400",,
2023/3/23,コンビニ,楽天カード,楽天SP ミニストップ アプリ 750616,-591,,
2023/3/23,ガス,楽天カード,東京ガス ・1195-614-1052,"-15,363",,
2023/3/24,高速,セゾンカード,ETC深夜割引(東京→厚木),-910,,
2023/3/24,高速,セゾンカード,ETC中日本(小田原本線→小田原本線),-370,,
2023/3/24,高速,セゾンカード,ETC中日本(石橋→石橋),-210,,
2023/3/24,高速,セゾンカード,ETC中日本(平塚本線→平塚本線),-370,,
2023/3/24,その他,楽天カード,イトウマリンサブレ,"-1,160",,
2023/3/24,食費,楽天カード,ダイドードリンコインリヨウ,-120,,
2023/3/24,食費,楽天カード,ペイペイ*イトウマリンタウン,-180,,
2023/3/24,食費,楽天カード,ペイペイ*カイセンヤ アタミヘ,"-2,400",,
2023/3/24,旅行,楽天カード,ペイペイ*テラコヤ,-720,,
2023/3/25,給料,UFJ,カブシキガイシヤエスコム,"86,400",,
2023/3/25,高速,セゾンカード,ETC首都高速(東名道接続→東関東道接),"-1,410",,
2023/3/25,高速,セゾンカード,ETC東日本(湾岸市川→穴川西),-650,,
2023/3/25,高速,セゾンカード,ETC特別割引(沼津→東京),"-2,530",,
2023/3/25,旅行,楽天カード,アシガラエスエーノボリフジ,-720,,
2023/3/25,ガソリン,楽天カード,イデミツ(アポロ/シェル) 0.00,"-6,228",,
2023/3/25,駐車場,楽天カード,タイムズアタミシエイキノミヤ,"-2,200",,
2023/3/25,その他,楽天カード,ドンキホーテ イナゲナガヌ,"-4,088",,
2023/3/25,食費,楽天カード,ペイペイ*イズモンカンナミ,-880,,
2023/3/25,食費,楽天カード,楽天SP NEXCO中日本アプリ 720009,"-1,900",,
2023/3/25,食費,楽天カード,楽天SP NEXCO中日本アプリ 772319,"-13,963",,
2023/3/25,食費,楽天カード,楽天SP スターバックスコーヒーアプリ 710708,"-1,551",,
2023/3/25,コンビニ,楽天カード,楽天SP ファミリーマートアプリ 715619,-270,,
2023/3/27,保険,UFJ,DF.メツトライフホケン,"-6,580",,
2023/3/27,保険,UFJ,ソンポジヤパン,"-4,210",,
2023/3/27,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000",,
2023/3/27,カード返済,UFJ,ラクテンカードサービス,"-216,667",,
2023/3/27,食費,楽天カード,楽天SP すき家 アプリ 780614,-580,,
2023/3/27,その他,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 751731,"-3,117",,
2023/3/27,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 780045,-572,,
2023/3/28,管理費,UFJ,RKS(カンリヒトウ,"-20,170",,
2023/3/28,コンビニ,楽天カード,楽天SP ミニストップ アプリ 750612,-537,,
2023/3/29,その他,楽天カード,ガストアナガワインターテン,"-3,190",,
2023/3/29,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 750837,-280,,
2023/3/30,高速,セゾンカード,ETC東日本(千葉北→成田),-840,,
2023/3/31,インターネット,楽天カード,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,646",,
2023/3/31,携帯電話,楽天カード,ドコモご利用料金 04ガツブン,"-31,806",,
2023/4/1,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 708430,-270,,
2023/4/2,ATM引き出し,UFJ,セブンギンコウATM,"-50,000",,
2023/4/2,その他,楽天カード,楽天SP ユニモちはら台アプリ 712611,"-1,250",,
2023/4/2,その他,楽天カード,楽天SP ユニモちはら台アプリ 725443,"-4,400",,
2023/4/2,その他,楽天カード,楽天SP ユニモちはら台アプリ 730434,-890,,
2023/4/2,その他,楽天カード,楽天SP ユニモちはら台アプリ 730759,-990,,
2023/4/2,その他,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 730792,"-2,852",,
2023/4/3,コンビニ,楽天カード,楽天SP ファミリーマートアプリ 731210,-447,,
2023/4/4,カード返済,UFJ,セゾン,"-1,180",,
2023/4/4,食費,楽天カード,楽天SP からやまアプリ 720052,-869,,
2023/4/5,給料,UFJ,シンワツウシンコウギヨウ(カ,"364,671",,
2023/4/5,その他,楽天カード,グレイル,"-6,128",,
2023/4/5,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 725035,-925,,
2023/4/6,ローン,UFJ,ローン,"-68,398",,
2023/4/6,保険,楽天カード,トウキヨウカイジヨウニチドウカ,"-10,950",,
2023/4/7,コンビニ,楽天カード,楽天SP ミニストップ アプリ 710605,-591,,
2023/4/8,ガソリン,楽天カード,コスモセキユ,"-3,992",,
2023/4/9,電話,楽天カード,NTT東日本 ご利用料金 04ガツブン,"-4,382",,
2023/4/9,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 718118,-432,,
2023/4/10,駐車場,UFJ,カイヒンフドウサン(カ,"-8,800",,
2023/4/10,コンビニ,楽天カード,楽天SP ミニストップ アプリ 740628,-645,,
2023/4/11,コンビニ,楽天カード,楽天SP ミニストップ アプリ 740678,-537,,
2023/4/12,コンビニ,楽天カード,楽天SP ミニストップ アプリ 750577,-591,,
2023/4/14,その他,楽天カード,ジエーソン シシボネテン,"-1,487",,
2023/4/15,水道,楽天カード,チバケンエイスイト,"-8,272",,
2023/4/16,食費,楽天カード,トンデン ヒガシテラヤマテン,"-4,928",,
2023/4/17,保険,UFJ,ケンミンキヨウサイ,"-10,000",,
2023/4/17,その他,楽天カード,WWW.ALIEXPRESS.COM 利用国GB,-933,,
2023/4/17,コンビニ,楽天カード,楽天SP ミニストップ アプリ 750609,-591,,
2023/4/18,その他,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 721338,-746,,
2023/4/18,食費,楽天カード,楽天SP 松屋フーズ アプリ 710251,-289,,
2023/4/19,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 758511,-561,,
2023/4/19,食費,楽天カード,楽天SP 吉野家 アプリ 780162,-547,,
2023/4/20,食費,楽天カード,ペイペイ*ビッグエーカツシ,-190,,
2023/4/20,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 749893,-561,,
2023/4/20,ガス,楽天カード,東京ガス ・1195-614-1052,"-12,042",,
2023/4/22,ATM引き出し,UFJ,セブンギンコウATM,"-50,000",,
2023/4/22,その他,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 711034,-930,,
2023/4/23,食費,楽天カード,セイセンイチバトツプイナゲナ,"-5,126",,
2023/4/23,その他,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 791559,"-3,736",,
2023/4/24,その他,楽天カード,ジエーソン シシボネテン,"-1,176",,
2023/4/24,コンビニ,楽天カード,楽天SP ミニストップ アプリ 720627,-399,,
2023/4/25,給料,UFJ,カブシキガイシヤエスコム,"86,400",,
2023/4/26,保険,UFJ,ソンポジヤパン,"-4,210",,
2023/4/26,食費,楽天カード,楽天SP からやまアプリ 731626,-869,,
2023/4/26,その他,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 731397,"-1,507",,
2023/4/27,保険,UFJ,DF.メツトライフホケン,"-6,580",,
2023/4/27,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000",,
2023/4/27,カード返済,UFJ,ラクテンカードサービス,"-271,759",,
2023/4/27,その他,楽天カード,キャンディーマジック 楽天市場750309,"-2,238",,
2023/4/27,コンビニ,楽天カード,楽天SP ミニストップ アプリ 780687,-399,,
2023/4/27,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 741096,-561,,
2023/4/28,管理費,UFJ,RKS(カンリヒトウ,"-20,170",,
2023/4/28,コンビニ,楽天カード,楽天SP ミニストップ アプリ 720647,-591,,
2023/4/28,食費,楽天カード,楽天SP 吉野家 アプリ 780576,-977,,
2023/4/29,ATM引き出し,UFJ,セブンギンコウATM,"-100,000",,
2023/4/29,高速,セゾンカード,ETC東日本(穴川中→鋸南保田),"-2,070",,
2023/4/29,ガソリン,楽天カード,コスモセキユ,"-2,447",,
2023/4/29,食費,楽天カード,バンヤホンカン,"-6,754",,
2023/4/29,食費,楽天カード,楽天SP コープみらいアプリ 720114,"-1,996",,
2023/4/29,コンビニ,楽天カード,楽天SP ミニストップ アプリ 730962,-297,,
2023/4/29,その他,楽天カード,楽天SP 三井アウトレットパーク木更津ア 710105,"-28,875",,
2023/4/29,その他,楽天カード,楽天SP 三井アウトレットパーク木更津ア 790097,-987,,
2023/4/30,インターネット,楽天カード,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,646",,
2023/4/30,携帯電話,楽天カード,ドコモご利用料金 05ガツブン,"-31,205",,
2023/5/1,税金,UFJ,チバシコテイ,"-22,900",,
2023/5/2,給料,UFJ,シンワツウシンコウギヨウ(カ,"338,401",,
2023/5/2,高速,セゾンカード,ETC東日本(外環京葉J→川口JCT),-910,,
2023/5/2,高速,セゾンカード,ETC東日本(穴川西→千葉西),-250,,
2023/5/2,高速,セゾンカード,ETC東日本(船橋本線上→京葉J上り),-250,,
2023/5/2,その他,楽天カード,タカラクジコウシキサイト,"-3,000",,
2023/5/3,高速,セゾンカード,ETC深夜割引(浦和本線→白河),"-3,120",,
2023/5/3,食費,楽天カード,オオウチジユク ミサワヤ,"-2,750",,
2023/5/3,ガソリン,楽天カード,コスモセキユ,"-6,854",,
2023/5/3,旅行,楽天カード,ペイペイ*ミチノエキシモゴウ,-180,,
2023/5/3,旅行,楽天カード,ユラノサト ヒタチテン,"-4,540",,
2023/5/4,高速,セゾンカード,ETC東日本(穴川中→富浦),"-2,000",,
2023/5/4,食費,楽天カード,ペイペイ*ミチノエキイタコ ウ,"-2,207",,
2023/5/4,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 737257,-173,,
2023/5/4,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 737461,-921,,
2023/5/4,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 781508,-162,,
2023/5/4,食費,楽天カード,楽天SP 扇屋東日本アプリ 740002,"-3,960",,
2023/5/6,ガソリン,楽天カード,コスモセキユ,"-5,599",,
2023/5/6,食費,楽天カード,セイセンイチバトツプイナゲナ,"-5,806",,
2023/5/6,コンビニ,楽天カード,楽天SP ローソンアプリ 709318,-378,,
2023/5/6,食費,楽天カード,楽天SP 壱番屋グループアプリ 700125,"-2,396",,
2023/5/6,食費,楽天カード,楽天SP 自販機ユカ アプリ 790009,-130,,
2023/5/8,カード返済,UFJ,セゾン,"-15,920",,
2023/5/8,ローン,UFJ,ローン,"-68,732",,
2023/5/8,コンビニ,楽天カード,楽天SP ミニストップ アプリ 750623,-399,,
2023/5/9,保険,楽天カード,トウキヨウカイジヨウニチドウカ,"-10,950",,
2023/5/9,その他,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 791347,"-3,581",,
2023/5/9,振替,楽天カード,楽天キャッシュ チャージ 712103,"-39,500",,
2023/5/10,駐車場,UFJ,カイヒンフドウサン(カ,"-8,800",,
2023/5/10,食費,楽天カード,ペイペイ*ビッグエーカツシ,-190,,
2023/5/10,コンビニ,楽天カード,楽天SP ミニストップ アプリ 740675,-399,,
2023/5/11,その他,楽天カード,ジエーソン シシボネテン,"-2,387",,
2023/5/11,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 782144,"-1,687",,
2023/5/12,ATM引き出し,UFJ,セブンギンコウATM,"-50,000",,
2023/5/12,手数料,UFJ,手数料,-330,,
2023/5/12,コンビニ,楽天カード,楽天SP ファミリーマートアプリ 733103,-300,,
2023/5/12,振替,楽天カード,楽天キャッシュ チャージ 719211,"-7,200",,
2023/5/15,駐車場,UFJ,カイヒンフドウサン(カ)ヨシ,"-8,800",,
2023/5/15,保険,UFJ,ケンミンキヨウサイ,"-10,000",,
2023/5/15,その他,楽天カード,ジエーソン シシボネテン,-802,,
2023/5/16,その他,楽天カード,ドンキホーテ イナゲナガヌ,"-1,653",,
2023/5/16,食費,楽天カード,楽天SP くら寿司 アプリ 750217,"-3,030",,
2023/5/16,コンビニ,楽天カード,楽天SP ミニストップ アプリ 720835,-300,,
2023/5/17,コンビニ,楽天カード,楽天SP ミニストップ アプリ 710634,-579,,
2023/5/18,コンビニ,楽天カード,楽天SP ミニストップ アプリ 780666,-645,,
2023/5/18,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 742985,-594,,
2023/5/19,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 711191,-529,,
2023/5/19,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 711250,-302,,
2023/5/19,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 751042,-383,,
2023/5/20,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 731584,-302,,
2023/5/21,食費,楽天カード,セイセンイチバトツプイナゲナ,-181,,
2023/5/21,食費,楽天カード,セイセンイチバトツプイナゲナ,"-3,826",,
2023/5/21,車,楽天カード,チバニツサンジドウシヤ ニツ,"-11,000",,
2023/5/21,その他,楽天カード,楽天SP ジョイフル本田アプリ 780043,"-2,455",,
2023/5/22,その他,楽天カード,WWW.ALIEXPRESS.COM 利用国GB,-237,,
2023/5/22,税金,楽天カード,シンコクシヨトク/フツコウゼイ,"-40,334",,
2023/5/23,その他,楽天カード,SHEIN.COM 利用国SG,"-8,305",,
2023/5/23,ガス,楽天カード,東京ガス ・1195-614-1052,"-11,739",,
2023/5/24,その他,楽天カード,ジエーソン シシボネテン,-977,,
2023/5/25,給料,UFJ,カブシキガイシヤエスコム,"86,400",,
2023/5/25,その他,楽天カード,CHOICE730001,"-3,178",,
2023/5/26,保険,UFJ,ソンポジヤパン,"-4,210",,
2023/5/26,その他,楽天カード,SHEIN 利用国SG,"-2,514",,
2023/5/26,その他,楽天カード,ジエーソン シシボネテン,-169,,
2023/5/26,コンビニ,楽天カード,楽天SP ミニストップ アプリ 740710,-537,,
2023/5/27,ATM引き出し,UFJ,セブンギンコウATM,"-30,000",,
2023/5/27,食費,楽天カード,オロシウリイチバ オユミノテン,"-5,905",,
2023/5/27,食費,楽天カード,ペイペイ*ニキノカシ,-723,,
2023/5/27,その他,楽天カード,ムジルシリヨウヒン,"-3,340",,
2023/5/27,その他,楽天カード,楽天SP DAISOアプリ 732240,-660,,
2023/5/27,その他,楽天カード,楽天SP DAISOアプリ 732303,-4,,
2023/5/27,その他,楽天カード,楽天SP アリオ専門店アプリ 700032,-880,,
2023/5/27,その他,楽天カード,楽天SP アリオ専門店アプリ 740020,-869,,
2023/5/27,その他,楽天カード,楽天SP アリオ専門店アプリ 790013,-445,,
2023/5/27,コンビニ,楽天カード,楽天SP ローソンアプリ 737192,-908,,
2023/5/28,振替,UFJ,ヤマザキ ユウキ,"200,000",,
2023/5/28,食費,楽天カード,ペイペイ*ランドローム,"-2,308",,
2023/5/28,食費,楽天カード,楽天SP スターバックスコーヒーアプリ 710891,"-1,755",,
2023/5/28,食費,楽天カード,楽天SP はま寿司 アプリ 780358,"-3,896",,
